dt,Концентрат_коксующегося_угля_Россия_среднее_руб_т_без_НДС,"Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС",Лом_3А_руб_т_без_НДС,ЖРС_среднее_руб_т_без_НДС,"Чугун_Россия, FCA руб./т, без НДС"
2015-03-02,3948.75,6900,12385.0,2324.6666666666665,21250
2015-03-09,4173.625,8750,12319.666666666666,2361.3333333333335,15250
2015-03-16,4173.625,8750,12259.0,2361.3333333333335,15250
2015-03-23,4173.625,8750,12139.0,2361.3333333333335,15250
2015-03-30,4173.625,8750,12059.0,2410.0,15250
2015-04-06,4270.75,8750,11933.0,2302.5,13250
2015-04-13,4973.875,10350,11733.333333333334,2302.5,13250
2015-04-20,4973.875,10350,11312.166666666666,2302.5,13250
2015-04-27,4973.875,10350,10906.0,2302.5,13250
2015-05-04,4971.875,10350,10578.333333333334,2207.3333333333335,13250
2015-05-11,4959.375,9900,10280.5,2036.5,12750
2015-05-18,4959.375,9900,10100.833333333334,2036.5,12750
2015-05-25,4959.375,9900,9794.0,1906.1666666666667,12750
2015-06-01,4959.375,9900,9701.166666666666,1856.0,12750
2015-06-08,4854.75,9400,9767.0,1916.0,13000
2015-06-15,4854.75,9400,9604.333333333334,1916.0,13000
2015-06-22,4854.75,9400,9643.166666666666,1916.0,13000
2015-06-29,4854.75,9400,9646.166666666666,1981.1666666666667,13000
2015-07-06,4066.625,9050,9736.333333333334,2042.8333333333333,13000
2015-07-13,4066.625,9050,9893.0,2042.8333333333333,13000
2015-07-20,4066.625,9050,9940.0,2042.8333333333333,13000
2015-07-27,4066.625,9050,9936.333333333334,2095.8333333333335,13000
2015-08-03,4066.625,9050,9958.166666666666,2012.5,13000
2015-08-10,3987.625,8800,9946.666666666666,2008.3333333333333,13000
2015-08-17,3987.625,8800,9954.833333333334,2008.3333333333333,13000
2015-08-24,3987.625,8800,9935.166666666666,2008.3333333333333,13000
2015-08-31,3987.625,8800,10002.5,1926.3333333333333,13000
2015-09-07,3987.625,8800,10137.166666666666,1968.0,14000
2015-09-14,3987.625,8800,10157.833333333334,1968.0,14000
2015-09-21,3987.625,8800,10148.5,1968.0,14000
2015-09-28,3987.625,8800,10186.833333333334,2021.5,14000
2015-10-05,3987.625,8800,10217.666666666666,2100.6666666666665,14000
2015-10-12,4320.0,9100,10212.833333333334,2100.6666666666665,14000
2015-10-19,4320.0,9100,10136.333333333334,2100.6666666666665,14000
2015-10-26,4320.0,9100,10117.166666666666,2185.6666666666665,14000
2015-11-02,4320.0,9100,9904.666666666666,2185.6666666666665,14000
2015-11-09,4320.0,9000,9706.333333333334,2185.6666666666665,11000
2015-11-16,4320.0,9000,9441.333333333334,2185.6666666666665,11000
2015-11-23,4320.0,9000,8984.833333333334,2185.6666666666665,11000
2015-11-30,4320.0,9000,8773.333333333334,2152.8333333333335,11000
2015-12-07,4320.0,9000,8727.5,2048.6666666666665,11000
2015-12-14,4320.0,9000,8687.166666666666,2048.6666666666665,11000
2015-12-21,4320.0,9000,8528.333333333334,2048.6666666666665,11000
2015-12-28,4320.0,9000,8537.166666666666,1955.0,11000
2016-01-04,4320.0,9000,8516.333333333334,1955.0,11000
2016-01-11,4307.5,9000,8489.166666666666,1859.1666666666667,11000
2016-01-18,4305.875,9000,8554.166666666666,1855.0,11000
2016-01-25,4305.875,9000,8601.166666666666,1855.0,11000
2016-02-01,4305.875,9000,8732.333333333334,1774.3333333333333,11000
2016-02-08,4305.875,8650,8844.0,1786.8333333333333,11700
2016-02-15,4305.875,8650,8973.166666666666,1786.8333333333333,11700
2016-02-22,4305.875,8650,9029.0,1786.8333333333333,11700
2016-02-29,4305.875,8650,9010.666666666666,1813.5,11700
2016-03-07,4305.875,8650,9092.166666666666,1892.6666666666667,12300
2016-03-14,4305.875,8650,9281.666666666666,1892.6666666666667,12300
2016-03-21,4305.875,8650,9494.333333333334,1892.6666666666667,12300
2016-03-28,4305.875,8650,9642.833333333334,1958.0,12300
2016-04-04,4305.875,8650,9664.333333333334,1958.0,12300
2016-04-11,4611.5,8850,9868.166666666666,2123.8333333333335,14200
2016-04-18,4611.5,8850,9873.166666666666,2123.8333333333335,14200
2016-04-25,4611.5,8850,10099.5,2123.8333333333335,14200
2016-05-02,4611.5,8850,10451.5,2296.5,14200
2016-05-09,4611.5,8850,10773.333333333334,2284.0,19500
2016-05-16,4611.5,8850,11645.666666666666,2284.0,19500
2016-05-23,4611.5,8850,11685.166666666666,2284.0,19500
2016-05-30,4611.5,8850,11922.666666666666,2273.6666666666665,19500
2016-06-06,4611.5,8875,12130.5,2307.0,17750
2016-06-13,4611.5,8875,12060.166666666666,2307.0,17750
2016-06-20,4611.5,8875,11941.833333333334,2307.0,17750
2016-06-27,4611.5,8875,11745.0,2341.0,17750
2016-07-04,4611.5,8875,10952.0,2341.0,17750
2016-07-11,4584.0,9025,10691.5,2236.8333333333335,15900
2016-07-18,4584.0,9025,10543.0,2236.8333333333335,15900
2016-07-25,4584.0,9025,10441.666666666666,2236.8333333333335,15900
2016-08-01,4584.0,9025,10321.166666666666,2068.8333333333335,15900
2016-08-08,4594.375,9225,10421.0,2095.5,14750
2016-08-15,4594.375,9225,10581.166666666666,2095.5,14750
2016-08-22,4594.375,9225,10688.166666666666,2095.5,14750
2016-08-29,4594.375,9225,10993.166666666666,2177.1666666666665,14750
2016-09-05,4604.625,9525,11162.5,2277.1666666666665,14750
2016-09-12,4604.625,9525,11421.0,2277.1666666666665,14750
2016-09-19,4604.625,9525,11595.666666666666,2277.1666666666665,14750
2016-09-26,4604.625,9525,11667.5,2345.3333333333335,14750
2016-10-03,4604.625,9525,11729.333333333334,2345.3333333333335,14750
2016-10-10,7069.5,12900,12419.666666666666,2317.8333333333335,13400
2016-10-17,7069.5,12900,12385.333333333334,2317.8333333333335,13400
2016-10-24,7069.5,12900,12401.0,2317.8333333333335,13400
2016-10-31,7069.5,12900,12218.5,2305.5,13400
2016-11-07,7355.875,12900,12210.166666666666,2291.3333333333335,13900
2016-11-14,7355.875,12900,12173.166666666666,2291.3333333333335,13900
2016-11-21,7355.875,12900,12377.166666666666,2291.3333333333335,13900
2016-11-28,7355.875,12900,12729.666666666666,2228.5,13900
2016-12-05,7394.0,12900,13156.666666666666,2570.1666666666665,16800
2016-12-12,7394.0,13100,13714.666666666666,2570.1666666666665,16800
2016-12-19,7394.0,13100,14553.666666666666,2570.1666666666665,16800
2016-12-26,7394.0,13100,14899.833333333334,2760.1666666666665,16800
2017-01-02,7394.0,13100,15032.0,2760.1666666666665,16800
2017-01-09,8876.375,13725,14936.166666666666,3031.0,20850
2017-01-16,8876.375,13725,15061.666666666666,3031.0,20850
2017-01-23,8876.375,13725,14940.833333333334,3031.0,20850
2017-01-30,8876.375,13725,14887.166666666666,3464.6666666666665,20850
2017-02-06,11134.5,17500,14816.0,3533.8333333333335,20850
2017-02-13,11134.5,17500,14574.666666666666,3533.8333333333335,20850
2017-02-20,11134.5,17500,14388.333333333334,3533.8333333333335,20850
2017-02-27,11134.5,17500,14000.166666666666,3575.8333333333335,20850
2017-03-06,11073.5,17500,13587.666666666666,3663.3333333333335,20850
2017-03-13,11073.5,17500,13105.833333333334,3663.3333333333335,20850
2017-03-20,11073.5,17500,12969.833333333334,3663.3333333333335,20850
2017-03-27,11073.5,17500,12878.0,3788.1666666666665,20850
2017-04-03,11073.5,17500,12859.166666666666,3788.1666666666665,20850
2017-04-10,7089.625,14775,12769.166666666666,3938.1666666666665,21250
2017-04-17,7089.625,14775,12747.333333333334,3938.1666666666665,21250
2017-04-24,7089.625,14775,12713.833333333334,3938.1666666666665,21250
2017-05-01,7089.625,14775,12709.833333333334,4083.3333333333335,21250
2017-05-08,7085.0,14775,12691.333333333334,3833.3333333333335,18500
2017-05-15,7085.0,14775,12643.5,3833.3333333333335,18500
2017-05-22,7085.0,14775,12630.833333333334,3833.3333333333335,18500
2017-05-29,7085.0,14775,12609.0,3628.3333333333335,18500
2017-06-05,7081.5,14550,12505.5,3367.0833333333335,18250
2017-06-12,7081.5,14550,12396.833333333334,3367.0833333333335,18250
2017-06-19,7081.5,14550,12294.166666666666,3367.0833333333335,18250
2017-06-26,7081.5,14550,12153.833333333334,3102.9166666666665,18250
2017-07-03,7081.5,14550,12164.0,3102.9166666666665,18250
2017-07-10,6584.25,12250,12098.833333333334,2850.0,18250
2017-07-17,6584.25,12250,12147.666666666666,2850.0,18250
2017-07-24,6584.25,12800,12412.333333333334,2850.0,18250
2017-07-31,6584.25,12800,12626.833333333334,2612.1666666666665,18250
2017-08-07,6584.25,12800,12924.833333333334,2753.0,18850
2017-08-14,6584.25,12650,13195.166666666666,2753.0,18850
2017-08-21,6584.25,12650,13766.166666666666,2753.0,18850
2017-08-28,6584.25,12650,14872.5,2857.5,18850
2017-09-04,6584.25,12650,15108.833333333334,2857.5,18850
2017-09-11,6618.625,12650,15280.0,3034.1666666666665,19350
2017-09-18,6618.625,12650,15964.833333333334,3034.1666666666665,19350
2017-09-25,6618.625,12650,16463.0,3034.1666666666665,19350
2017-10-02,6618.625,12650,16456.666666666668,3223.1666666666665,19350
2017-10-09,8224.875,16300,16438.0,3299.0,20650
2017-10-16,8224.875,16300,16371.5,3299.0,20650
2017-10-23,8224.875,16300,16305.833333333334,3299.0,20650
2017-10-30,8224.875,16300,15688.5,3355.0,20650
2017-11-06,8043.5,16025,15297.666666666666,3113.3333333333335,20000
2017-11-13,8043.5,16025,15079.5,3113.3333333333335,20000
2017-11-20,8043.5,16025,14664.0,3113.3333333333335,20000
2017-11-27,8043.5,16025,14537.333333333334,2882.3333333333335,20000
2017-12-04,8043.5,16025,14451.166666666666,2882.3333333333335,20000
2017-12-11,8089.75,15850,14377.166666666666,2877.3333333333335,20000
2017-12-18,8089.75,15850,14378.0,2877.3333333333335,20000
2017-12-25,8089.75,15850,14323.833333333334,2877.3333333333335,20000
2018-01-01,8089.75,15850,14357.0,2893.0,20000
2018-01-08,9039.75,15750,14199.666666666666,3008.8333333333335,20300
2018-01-15,9039.75,15750,14253.166666666666,3113.0,20300
2018-01-22,9039.75,15750,14343.833333333334,3113.0,20300
2018-01-29,9039.75,15750,14375.5,3198.6666666666665,20300
2018-02-05,9788.6875,15425,14559.833333333334,3387.8333333333335,20550
2018-02-12,9788.6875,15425,14621.666666666666,3387.8333333333335,20550
2018-02-19,9788.6875,15425,14873.833333333334,3387.8333333333335,20550
2018-02-26,9788.6875,15425,15142.833333333334,3595.3333333333335,20550
2018-03-05,9404.0625,15275,15487.333333333334,3607.0,20550
2018-03-12,9404.0625,15275,15747.833333333334,3607.0,20550
2018-03-19,9404.0625,15275,16150.5,3607.0,20550
2018-03-26,9404.0625,15275,16482.333333333332,3619.5,20550
2018-04-02,9404.0625,15275,16868.333333333332,3619.5,20550
2018-04-09,8851.625,15075,17234.333333333332,3628.6666666666665,20750
2018-04-16,8851.625,15075,17252.833333333332,3628.6666666666665,20750
2018-04-23,8851.625,15075,17321.5,3628.6666666666665,20750
2018-04-30,8851.625,15075,17297.166666666668,3711.8333333333335,20750
2018-05-07,8579.125,14675,17255.666666666668,3586.8333333333335,21250
2018-05-14,8579.125,14675,17217.0,3586.8333333333335,21250
2018-05-21,8579.125,14675,17113.333333333332,3586.8333333333335,21250
2018-05-28,8579.125,14675,17023.166666666668,3333.3333333333335,21250
2018-06-04,8579.125,14675,17020.666666666668,3333.3333333333335,21250
2018-06-11,8594.125,13875,16971.0,3300.0,21250
2018-06-18,8594.125,13875,16996.833333333332,3300.0,21250
2018-06-25,8594.125,13875,16896.333333333332,3300.0,21250
2018-07-02,8594.125,13875,16730.166666666668,3367.5,21250
2018-07-09,8639.625,13500,16740.833333333332,3494.1666666666665,23000
2018-07-16,8639.625,13500,16938.166666666668,3494.1666666666665,23000
2018-07-23,8639.625,13500,17051.833333333332,3494.1666666666665,23000
2018-07-30,8639.625,13500,17157.333333333332,3638.1666666666665,23000
2018-08-06,8726.25,13425,17271.5,3681.9166666666665,23000
2018-08-13,8726.25,13425,17451.0,3681.9166666666665,23000
2018-08-20,8726.25,13425,17549.833333333332,3681.9166666666665,23000
2018-08-27,8726.25,13425,17638.5,3812.4166666666665,23000
2018-09-03,8726.25,13425,18079.666666666668,3812.4166666666665,23000
2018-09-10,8578.625,13550,18317.5,4077.0,23000
2018-09-17,8578.625,13550,18626.333333333332,4077.0,23000
2018-09-24,8578.625,13550,18801.0,4077.0,23000
2018-10-01,8578.625,13550,18836.0,4190.333333333333,23000
2018-10-08,8733.75,13225,18853.833333333332,4332.833333333333,23750
2018-10-15,8733.75,13225,18857.5,4332.833333333333,23750
2018-10-22,8733.75,13225,18811.666666666668,4332.833333333333,23750
2018-10-29,8733.75,13225,18765.333333333332,4537.833333333333,23750
2018-11-05,8935.625,13375,18617.666666666668,4550.333333333333,22750
2018-11-12,8935.625,13375,18308.5,4550.333333333333,22750
2018-11-19,8935.625,13375,17818.166666666668,4550.333333333333,22750
2018-11-26,8935.625,13375,17387.666666666668,4599.666666666667,22750
2018-12-03,8935.625,13375,16904.833333333332,4599.666666666667,22750
2018-12-10,9035.0,13375,16538.166666666668,4734.666666666667,22750
2018-12-17,9035.0,13375,16375.833333333334,4734.666666666667,22750
2018-12-24,9035.0,13375,16429.833333333332,4734.666666666667,22750
2018-12-31,9035.0,13375,16447.5,4891.0,22750
2019-01-07,9246.375,13450,16296.333333333334,4715.166666666667,22525
2019-01-14,9246.375,13450,16342.0,4715.166666666667,22525
2019-01-21,9246.375,13450,16204.166666666666,4715.166666666667,22525
2019-01-28,9246.375,13450,16249.166666666666,4533.0,22525
2019-02-04,9246.375,13450,16887.833333333332,4533.0,22525
2019-02-11,9203.875,13625,17220.333333333332,4773.833333333333,22525
2019-02-18,9203.875,13625,17388.333333333332,4773.833333333333,22525
2019-02-25,9203.875,13625,17990.833333333332,4773.833333333333,22525
2019-03-04,9203.875,13625,18520.666666666668,5074.833333333333,22525
2019-03-11,9178.75,13550,19225.0,5322.333333333333,23025
2019-03-18,9178.75,13550,19437.0,5322.333333333333,23025
2019-03-25,9178.75,13550,19365.0,5322.333333333333,23025
2019-04-01,9178.75,13550,19107.333333333332,5545.833333333333,23025
2019-04-08,9331.875,13700,18279.833333333332,5574.583333333333,22200
2019-04-15,9331.875,13700,17900.833333333332,5574.583333333333,22200
2019-04-22,9331.875,13700,16944.833333333332,5574.583333333333,22200
2019-04-29,9331.875,13700,16602.333333333332,5594.916666666667,22200
2019-05-06,9094.0625,13700,16465.5,5606.166666666667,21950
2019-05-13,9094.0625,13700,16049.166666666666,5606.166666666667,21950
2019-05-20,9094.0625,13700,15872.333333333334,5606.166666666667,21950
2019-05-27,9094.0625,13700,15660.0,5481.333333333333,21950
2019-06-03,9094.0625,13700,15410.5,5481.333333333333,21950
2019-06-10,9067.8125,13700,15207.666666666666,5410.5,21950
2019-06-17,9067.8125,13700,15220.666666666666,5410.5,21950
2019-06-24,9067.8125,13700,15345.5,5410.5,21950
2019-07-01,9067.8125,13700,15733.833333333334,5374.0,21950
2019-07-08,7963.0,12525,16120.666666666666,5273.166666666667,21850
2019-07-15,7963.0,12525,16659.5,5273.166666666667,21850
2019-07-22,7963.0,12525,16887.5,5273.166666666667,21850
2019-07-29,7963.0,12525,16998.833333333332,5258.5,21850
2019-08-05,7707.875,12150,16983.333333333332,5522.666666666667,21850
2019-08-12,7707.875,12150,16938.833333333332,5522.666666666667,21850
2019-08-19,7707.875,12150,16756.333333333332,5522.666666666667,21850
2019-08-26,7707.875,12150,16491.833333333332,5795.166666666667,21850
2019-09-02,7707.875,12150,16448.0,5795.166666666667,21850
2019-09-09,7395.625,12150,15804.5,5587.666666666667,21850
2019-09-16,7395.625,12150,15695.0,5587.666666666667,21850
2019-09-23,7395.625,12150,15418.166666666666,5587.666666666667,21850
2019-09-30,7395.625,12150,15022.166666666666,5326.833333333333,21850
2019-10-07,6397.5,11525,14525.5,4626.833333333333,20750
2019-10-14,6397.5,11525,14214.833333333334,4626.833333333333,20750
2019-10-21,6397.5,11525,14047.0,4626.833333333333,20750
2019-10-28,6397.5,11525,13941.0,3967.3333333333335,20750
2019-11-04,6397.5,11525,13352.166666666666,3967.3333333333335,20750
2019-11-11,6422.5,11525,13378.5,3919.0,20750
2019-11-18,6422.5,11525,13334.0,3919.0,20750
2019-11-25,6422.5,11525,13407.0,3919.0,20750
2019-12-02,6422.5,11525,13815.666666666666,3869.8333333333335,20750
2019-12-09,6422.5,11525,14191.333333333334,3701.5,20750
2019-12-16,6422.5,11525,14416.666666666666,3701.5,20750
2019-12-23,6422.5,11525,14547.333333333334,3701.5,20750
2019-12-30,6422.5,11525,14893.666666666666,3526.0,20750
2020-01-06,6422.5,11525,14981.333333333334,3688.5,19050
2020-01-13,5724.375,10650,15390.5,3688.5,19050
2020-01-20,5724.375,10650,15576.666666666666,3688.5,19050
2020-01-27,5724.375,10650,15720.666666666666,3795.8333333333335,19050
2020-02-03,5724.375,10650,15978.666666666666,3795.8333333333335,19050
2020-02-10,5530.625,11200,16243.166666666666,3835.0,19050
2020-02-17,5530.625,11200,16316.5,3835.0,19050
2020-02-24,5530.625,11200,15910.833333333334,3835.0,19050
2020-03-02,5530.625,11200,15790.5,3890.6666666666665,19050
2020-03-09,5428.75,11825,15061.833333333334,3798.1666666666665,19300
2020-03-16,5428.75,11825,14839.333333333334,3798.1666666666665,19300
2020-03-23,5428.75,11825,14680.666666666666,3798.1666666666665,19300
2020-03-30,5428.75,11825,14560.333333333334,3673.5,19300
2020-04-06,5428.75,11825,14375.0,3821.8333333333335,20100
2020-04-13,5428.75,11975,14423.0,3770.1666666666665,20100
2020-04-20,5428.75,11975,14605.166666666666,3770.1666666666665,20100
2020-04-27,5428.75,11975,15280.833333333334,3895.5,20100
2020-05-04,5428.75,11975,15477.166666666666,3895.5,20100
2020-05-11,5378.75,11475,15480.833333333334,3960.9166666666665,20100
2020-05-18,5378.75,11475,15189.5,3960.9166666666665,20100
2020-05-25,5378.75,11475,14438.166666666666,3960.9166666666665,20100
2020-06-01,5378.75,11475,14071.666666666666,4075.4166666666665,20100
2020-06-08,5378.75,9625,13730.5,4141.666666666667,20100
2020-06-15,5378.75,9625,13728.5,4141.666666666667,20100
2020-06-22,5378.75,9625,13975.166666666666,4141.666666666667,20100
2020-06-29,5378.75,9625,14463.166666666666,4080.3333333333335,20100
2020-07-06,4482.5,8550,14792.833333333334,4217.0,20250
2020-07-13,4482.5,8550,14978.5,4217.0,20250
2020-07-20,4482.5,8550,15320.333333333334,4217.0,20250
2020-07-27,4482.5,8550,15581.666666666666,4483.0,20250
2020-08-03,4482.5,8550,15916.666666666666,4483.0,20250
2020-08-10,4482.5,8700,16258.5,4607.166666666667,20250
2020-08-17,4482.5,8700,16561.5,4607.166666666667,20250
2020-08-24,4482.5,8700,16981.833333333332,4607.166666666667,20250
2020-08-31,4482.5,8700,17050.833333333332,4695.0,20250
2020-09-07,4482.5,9550,17217.0,5114.166666666667,20550
2020-09-14,4482.5,9550,17579.166666666668,5264.166666666667,20550
2020-09-21,4482.5,9550,18085.166666666668,5043.333333333333,20550
2020-09-28,4482.5,9550,18494.666666666668,5460.166666666667,20550
2020-10-05,4547.5,9550,18803.833333333332,5761.833333333333,22350
2020-10-12,4547.5,9550,18993.5,5761.833333333333,22350
2020-10-19,4547.5,9550,18905.833333333332,5761.833333333333,22350
2020-10-26,4547.5,9550,18871.5,5958.333333333333,22350
2020-11-02,4547.5,9550,18975.833333333332,5958.333333333333,22350
2020-11-09,4553.75,9550,19335.5,6050.833333333333,23100
2020-11-16,4553.75,9550,19520.0,6050.833333333333,23100
2020-11-23,4553.75,9550,19845.666666666668,6050.833333333333,23100
2020-11-30,4553.75,9550,20225.0,6091.333333333333,23100
2020-12-07,4553.75,9550,20761.5,6088.833333333333,24600
2020-12-14,4553.75,9550,21808.5,6088.833333333333,24600
2020-12-21,4553.75,9550,23127.166666666668,6088.833333333333,24600
2020-12-28,4553.75,9550,24976.0,6068.166666666667,24600
2021-01-04,4553.75,9550,26382.0,6068.166666666667,24600
2021-01-11,5215.0,11350,26837.5,6649.0,32375
2021-01-18,5215.0,11350,26902.0,6649.0,32375
2021-01-25,5215.0,11350,27545.833333333332,6649.0,32375
2021-02-01,5215.0,11350,27650.0,7190.5,32375
2021-02-08,6790.625,14500,27334.333333333332,8138.833333333333,29875
2021-02-15,6790.625,14500,26355.833333333332,8138.833333333333,29875
2021-02-22,6790.625,14500,25614.333333333332,8138.833333333333,29875
2021-03-01,6790.625,14500,25679.166666666668,9250.333333333334,29875
2021-03-08,7326.875,19500,26070.0,8812.833333333334,30875
2021-03-15,7326.875,19500,26647.833333333332,8812.833333333334,30875
2021-03-22,7326.875,19500,27189.166666666668,8812.833333333334,30875
2021-03-29,7326.875,19500,27973.5,8444.0,30875
2021-04-05,7786.875,21850,28388.666666666668,8889.833333333334,37600
2021-04-12,7786.875,21850,28372.666666666668,8889.833333333334,37600
2021-04-19,7786.875,21850,28179.166666666668,8889.833333333334,37600
2021-04-26,7786.875,21850,27988.333333333332,9243.666666666666,37600
2021-05-03,7786.875,21850,27691.666666666668,9243.666666666666,37600
2021-05-10,7786.875,22250,27462.833333333332,9410.333333333334,37600
2021-05-17,7786.875,22250,27556.666666666668,9410.333333333334,37600
2021-05-24,7786.875,22250,28093.333333333332,9410.333333333334,37600
2021-05-31,7786.875,22250,28769.666666666668,9567.5,37600
2021-06-07,7786.875,24750,29071.5,10465.833333333334,38350
2021-06-14,7786.875,24750,28985.666666666668,10465.833333333334,38350
2021-06-21,7786.875,24750,28770.0,10465.833333333334,38350
2021-06-28,7786.875,24750,28384.0,11325.333333333334,38350
2021-07-05,10960.0,28500,27492.666666666668,11304.5,42500
2021-07-12,10960.0,28500,26745.666666666668,11304.5,42500
2021-07-19,10960.0,28500,25903.333333333332,11304.5,42500
2021-07-26,10960.0,28500,25529.666666666668,11315.5,42500
2021-08-02,10960.0,28500,25586.166666666668,11315.5,42500
2021-08-09,10960.0,28500,25985.666666666668,11682.166666666666,42500
2021-08-16,10960.0,28500,26443.666666666668,11682.166666666666,42500
2021-08-23,10960.0,28500,26492.0,11682.166666666666,42500
2021-08-30,10960.0,28500,26565.333333333332,11964.666666666666,42500
2021-09-06,10960.0,28500,26611.333333333332,11035.5,40000
2021-09-13,10960.0,28500,26503.833333333332,11035.5,40000
2021-09-20,10960.0,28500,26300.666666666668,11035.5,40000
2021-09-27,10960.0,28500,25800.833333333332,10162.333333333334,40000
2021-10-04,10960.0,28500,25451.666666666668,10162.333333333334,40000
2021-10-11,19732.5,40500,25367.666666666668,9144.833333333334,38500
2021-10-18,19732.5,40500,25184.0,9144.833333333334,38500
2021-10-25,19732.5,40500,25891.166666666668,9144.833333333334,38500
2021-11-01,19732.5,40500,26893.333333333332,8139.833333333333,38500
2021-11-08,19935.0,42500,27639.166666666668,7353.166666666667,39250
2021-11-15,19935.0,42500,28212.5,7353.166666666667,39250
2021-11-22,19935.0,42500,28891.666666666668,7353.166666666667,39250
2021-11-29,19935.0,42500,29597.5,6656.333333333333,39250
2021-12-06,18193.75,42500,29847.333333333332,6210.5,39250
2021-12-13,18193.75,42500,29273.666666666668,6210.5,39250
2021-12-20,18193.75,42500,28555.333333333332,6210.5,39250
2021-12-27,18193.75,42500,28100.666666666668,5828.666666666667,39250
2022-01-03,18193.75,42500,27600.666666666668,5828.666666666667,39250
2022-01-10,18193.75,42500,27550.833333333332,6188.666666666667,39000
2022-01-17,18193.75,42500,27921.333333333332,6188.666666666667,39000
2022-01-24,18193.75,42500,27734.166666666668,6188.666666666667,39000
2022-01-31,18193.75,42500,28049.666666666668,6401.166666666667,39000
2022-02-07,21315.0,42500,29297.166666666668,7075.333333333333,40500
2022-02-14,21315.0,42500,30577.166666666668,7075.333333333333,40500
2022-02-21,21315.0,42500,31345.333333333332,7075.333333333333,40500
2022-02-28,21315.0,42500,32240.333333333332,7654.666666666667,40500
2022-03-07,21315.0,42500,33330.666666666664,8403.0,39500
2022-03-14,21315.0,42500,32028.166666666668,8403.0,39500
2022-03-21,21315.0,42500,29089.0,8403.0,39500
2022-03-28,21315.0,42500,27375.833333333332,9061.5,39500
2022-04-04,21315.0,42500,26427.5,9061.5,39500
2022-04-11,20179.375,40500,25801.0,8039.0,46000
2022-04-18,20179.375,40500,26598.5,8039.0,46000
2022-04-25,20179.375,40500,29005.5,8039.0,46000
2022-05-02,20179.375,40500,30830.5,7244.5,46000
2022-05-09,19291.25,40500,31433.666666666668,7219.5,42000
2022-05-16,19291.25,40500,30921.5,7219.5,42000
2022-05-23,19291.25,40500,28634.833333333332,7219.5,42000
2022-05-30,19291.25,40500,23311.833333333332,7222.166666666667,42000
2022-06-06,13871.875,25000,20531.166666666668,5901.333333333333,33000
2022-06-13,13871.875,25000,18898.5,5901.333333333333,33000
2022-06-20,13871.875,25000,18003.833333333332,5901.333333333333,33000
2022-06-27,13871.875,25000,17632.166666666668,4685.5,33000
2022-07-04,13871.875,25000,17326.166666666668,4685.5,33000
2022-07-11,8598.75,18000,17035.5,4110.5,29900
2022-07-18,8598.75,18000,18076.333333333332,4110.5,29900
2022-07-25,8598.75,18000,19229.333333333332,4110.5,29900
2022-08-01,8598.75,18000,20769.0,3361.0,29900
2022-08-08,7776.25,14500,23051.666666666668,3319.3333333333335,23250
2022-08-15,7776.25,14500,23503.833333333332,3319.3333333333335,23250
2022-08-22,7776.25,14500,23630.666666666668,3319.3333333333335,23250
2022-08-29,7776.25,14500,23466.166666666668,3308.6666666666665,23250
2022-09-05,7742.5,14500,22916.666666666668,3467.0,23350
2022-09-12,7742.5,14500,22674.0,3467.0,23350
2022-09-19,7742.5,14500,22491.666666666668,3467.0,23350
2022-09-26,7742.5,14500,22425.5,3669.1666666666665,23350
2022-10-03,7742.5,14500,22357.833333333332,3669.1666666666665,23350
2022-10-10,7571.25,14500,22367.0,3796.6666666666665,22000
2022-10-17,7571.25,14500,22282.833333333332,3796.6666666666665,22000
2022-10-24,7571.25,14500,22433.333333333332,3796.6666666666665,22000
2022-10-31,7571.25,14500,22114.5,3899.6666666666665,22000
2022-11-07,7677.5,15000,21386.5,3905.5,22500
2022-11-14,7677.5,15000,20241.0,3905.5,22500
2022-11-21,7677.5,15000,19953.833333333332,3905.5,22500
2022-11-28,7677.5,15000,19597.5,3911.3333333333335,22500
2022-12-05,7785.625,15000,19091.833333333332,3911.3333333333335,21000
2022-12-12,7785.625,15000,18665.333333333332,3911.3333333333335,21000
2022-12-19,7785.625,15000,18576.5,3911.3333333333335,21000
2022-12-26,7785.625,15000,18528.166666666668,3910.1666666666665,21000
2023-01-02,7785.625,15000,18500.666666666668,3910.1666666666665,21000
2023-01-09,8623.75,14400,19181.333333333332,3939.3333333333335,22500
2023-01-16,8623.75,14400,19743.0,3939.3333333333335,22500
2023-01-23,8623.75,14400,20703.0,3939.3333333333335,22500
2023-01-30,8623.75,14400,22194.333333333332,3983.6666666666665,22500
2023-02-06,8945.0,17500,23098.666666666668,4227.416666666667,24000
2023-02-13,8945.0,17500,23851.0,4227.416666666667,24000
2023-02-20,8945.0,17500,24191.166666666668,4227.416666666667,24000
2023-02-27,8945.0,17500,24264.833333333332,4454.75,24000
2023-03-06,9048.75,18750,24652.0,4646.416666666667,25500
2023-03-13,9048.75,18750,25281.666666666668,4646.416666666667,25500
