dt,Цена на арматуру,Концентрат_коксующегося_угля_Россия_среднее_руб_т_без_НДС,"Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС",Лом_3А_руб_т_без_НДС_x,ЖРС_среднее_руб_т_без_НДС_x,"Чугун_Россия, FCA руб./т, без НДС_x","Концентрат коксующегося угля_HCC Австралия, $/t FOB",Лом_среднее_доллар_т,Лом_3А_руб_т_без_НДС_y,ЖРС_среднее_руб_т_без_НДС_y,"Чугун_Россия, FCA руб./т, без НДС_y"
2018-11-19,38000,8935.625,13375,17818.166666666668,4550.333333333333,22750,219,323.0,17818.166666666668,4550.333333333333,22750
2018-11-26,37600,8935.625,13375,17387.666666666668,4599.666666666667,22750,218,316.4,17387.666666666668,4599.666666666667,22750
2018-12-03,37600,8935.625,13375,16904.833333333332,4599.666666666667,22750,216,308.4,16904.833333333332,4599.666666666667,22750
2018-12-10,37300,9035.0,13375,16538.166666666668,4734.666666666667,22750,222,296.8,16538.166666666668,4734.666666666667,22750
2018-12-17,37000,9035.0,13375,16375.833333333334,4734.666666666667,22750,219,291.2,16375.833333333334,4734.666666666667,22750
2018-12-24,36700,9035.0,13375,16429.833333333332,4734.666666666667,22750,218,282.0,16429.833333333332,4734.666666666667,22750
2018-12-31,36000,9035.0,13375,16447.5,4891.0,22750,211,278.2,16447.5,4891.0,22750
2019-01-07,36000,9246.375,13450,16296.333333333334,4715.166666666667,22525,203,269.8,16296.333333333334,4715.166666666667,22525
2019-01-14,35700,9246.375,13450,16342.0,4715.166666666667,22525,197,267.4,16342.0,4715.166666666667,22525
2019-01-21,35300,9246.375,13450,16204.166666666666,4715.166666666667,22525,190,274.2,16204.166666666666,4715.166666666667,22525
2019-01-28,34000,9246.375,13450,16249.166666666666,4533.0,22525,194,280.2,16249.166666666666,4533.0,22525
2019-02-04,33800,9246.375,13450,16887.833333333332,4533.0,22525,200,300.0,16887.833333333332,4533.0,22525
2019-02-11,34550,9203.875,13625,17220.333333333332,4773.833333333333,22525,199,313.2,17220.333333333332,4773.833333333333,22525
2019-02-18,36000,9203.875,13625,17388.333333333332,4773.833333333333,22525,202,313.2,17388.333333333332,4773.833333333333,22525
2019-02-25,37700,9203.875,13625,17990.833333333332,4773.833333333333,22525,206,309.2,17990.833333333332,4773.833333333333,22525
2019-03-04,40200,9203.875,13625,18520.666666666668,5074.833333333333,22525,209,299.0,18520.666666666668,5074.833333333333,22525
2019-03-11,40200,9178.75,13550,19225.0,5322.333333333333,23025,211,307.4,19225.0,5322.333333333333,23025
2019-03-18,39900,9178.75,13550,19437.0,5322.333333333333,23025,210,310.0,19437.0,5322.333333333333,23025
2019-03-25,39400,9178.75,13550,19365.0,5322.333333333333,23025,209,311.0,19365.0,5322.333333333333,23025
2019-04-01,39300,9178.75,13550,19107.333333333332,5545.833333333333,23025,204,308.0,19107.333333333332,5545.833333333333,23025
2019-04-08,39500,9331.875,13700,18279.833333333332,5574.583333333333,22200,198,302.6,18279.833333333332,5574.583333333333,22200
2019-04-15,39500,9331.875,13700,17900.833333333332,5574.583333333333,22200,199,296.8,17900.833333333332,5574.583333333333,22200
2019-04-22,39300,9331.875,13700,16944.833333333332,5574.583333333333,22200,202,301.8,16944.833333333332,5574.583333333333,22200
2019-04-29,39300,9331.875,13700,16602.333333333332,5594.916666666667,22200,201,296.0,16602.333333333332,5594.916666666667,22200
2019-05-06,39300,9094.0625,13700,16465.5,5606.166666666667,21950,203,289.2,16465.5,5606.166666666667,21950
2019-05-13,40300,9094.0625,13700,16049.166666666666,5606.166666666667,21950,207,280.0,16049.166666666666,5606.166666666667,21950
2019-05-20,40000,9094.0625,13700,15872.333333333334,5606.166666666667,21950,208,281.0,15872.333333333334,5606.166666666667,21950
2019-05-27,40200,9094.0625,13700,15660.0,5481.333333333333,21950,205,293.4,15660.0,5481.333333333333,21950
2019-06-03,40200,9094.0625,13700,15410.5,5481.333333333333,21950,202,291.0,15410.5,5481.333333333333,21950
2019-06-10,40300,9067.8125,13700,15207.666666666666,5410.5,21950,200,290.8,15207.666666666666,5410.5,21950
2019-06-17,41500,9067.8125,13700,15220.666666666666,5410.5,21950,197,279.8,15220.666666666666,5410.5,21950
2019-06-24,40500,9067.8125,13700,15345.5,5410.5,21950,195,271.0,15345.5,5410.5,21950
2019-07-01,40500,9067.8125,13700,15733.833333333334,5374.0,21950,193,274.0,15733.833333333334,5374.0,21950
2019-07-08,40300,7963.0,12525,16120.666666666666,5273.166666666667,21850,189,284.6,16120.666666666666,5273.166666666667,21850
2019-07-15,39800,7963.0,12525,16659.5,5273.166666666667,21850,185,282.0,16659.5,5273.166666666667,21850
2019-07-22,39800,7963.0,12525,16887.5,5273.166666666667,21850,180,281.2,16887.5,5273.166666666667,21850
2019-07-29,40200,7963.0,12525,16998.833333333332,5258.5,21850,174,281.2,16998.833333333332,5258.5,21850
2019-08-05,40300,7707.875,12150,16983.333333333332,5522.666666666667,21850,165,281.0,16983.333333333332,5522.666666666667,21850
2019-08-12,39200,7707.875,12150,16938.833333333332,5522.666666666667,21850,159,279.0,16938.833333333332,5522.666666666667,21850
2019-08-19,38700,7707.875,12150,16756.333333333332,5522.666666666667,21850,156,275.4,16756.333333333332,5522.666666666667,21850
2019-08-26,38200,7707.875,12150,16491.833333333332,5795.166666666667,21850,153,269.6,16491.833333333332,5795.166666666667,21850
2019-09-02,37700,7707.875,12150,16448.0,5795.166666666667,21850,154,259.6,16448.0,5795.166666666667,21850
2019-09-09,36900,7395.625,12150,15804.5,5587.666666666667,21850,154,244.8,15804.5,5587.666666666667,21850
2019-09-16,36200,7395.625,12150,15695.0,5587.666666666667,21850,150,231.4,15695.0,5587.666666666667,21850
2019-09-23,35000,7395.625,12150,15418.166666666666,5587.666666666667,21850,143,221.2,15418.166666666666,5587.666666666667,21850
2019-09-30,34200,7395.625,12150,15022.166666666666,5326.833333333333,21850,138,214.8,15022.166666666666,5326.833333333333,21850
2019-10-07,33500,6397.5,11525,14525.5,4626.833333333333,20750,146,213.2,14525.5,4626.833333333333,20750
2019-10-14,33300,6397.5,11525,14214.833333333334,4626.833333333333,20750,148,218.8,14214.833333333334,4626.833333333333,20750
2019-10-21,33500,6397.5,11525,14047.0,4626.833333333333,20750,152,225.4,14047.0,4626.833333333333,20750
2019-10-28,33300,6397.5,11525,13941.0,3967.3333333333335,20750,150,234.6,13941.0,3967.3333333333335,20750
2019-11-04,33800,6397.5,11525,13352.166666666666,3967.3333333333335,20750,144,240.0,13352.166666666666,3967.3333333333335,20750
2019-11-11,33500,6422.5,11525,13378.5,3919.0,20750,134,246.8,13378.5,3919.0,20750
2019-11-18,32300,6422.5,11525,13334.0,3919.0,20750,135,249.2,13334.0,3919.0,20750
2019-11-25,32200,6422.5,11525,13407.0,3919.0,20750,133,251.4,13407.0,3919.0,20750
2019-12-02,31800,6422.5,11525,13815.666666666666,3869.8333333333335,20750,135,254.0,13815.666666666666,3869.8333333333335,20750
2019-12-09,31100,6422.5,11525,14191.333333333334,3701.5,20750,138,267.8,14191.333333333334,3701.5,20750
2019-12-16,30600,6422.5,11525,14416.666666666666,3701.5,20750,136,281.4,14416.666666666666,3701.5,20750
2019-12-23,31400,6422.5,11525,14547.333333333334,3701.5,20750,136,283.6,14547.333333333334,3701.5,20750
2019-12-30,32900,6422.5,11525,14893.666666666666,3526.0,20750,136,284.6,14893.666666666666,3526.0,20750
2020-01-06,32900,6422.5,11525,14981.333333333334,3688.5,19050,140,284.8,14981.333333333334,3688.5,19050
2020-01-13,33400,5724.375,10650,15390.5,3688.5,19050,147,283.6,15390.5,3688.5,19050
2020-01-20,32500,5724.375,10650,15576.666666666666,3688.5,19050,152,280.0,15576.666666666666,3688.5,19050
2020-01-27,32890,5724.375,10650,15720.666666666666,3795.8333333333335,19050,152,267.2,15720.666666666666,3795.8333333333335,19050
2020-02-03,33400,5724.375,10650,15978.666666666666,3795.8333333333335,19050,152,259.0,15978.666666666666,3795.8333333333335,19050
2020-02-10,32800,5530.625,11200,16243.166666666666,3835.0,19050,150,247.6,16243.166666666666,3835.0,19050
2020-02-17,32000,5530.625,11200,16316.5,3835.0,19050,154,255.0,16316.5,3835.0,19050
2020-02-24,31500,5530.625,11200,15910.833333333334,3835.0,19050,158,264.0,15910.833333333334,3835.0,19050
2020-03-02,32500,5530.625,11200,15790.5,3890.6666666666665,19050,161,262.6,15790.5,3890.6666666666665,19050
2020-03-09,33500,5428.75,11825,15061.833333333334,3798.1666666666665,19300,162,257.8,15061.833333333334,3798.1666666666665,19300
2020-03-16,34000,5428.75,11825,14839.333333333334,3798.1666666666665,19300,160,254.0,14839.333333333334,3798.1666666666665,19300
2020-03-23,35000,5428.75,11825,14680.666666666666,3798.1666666666665,19300,163,233.0,14680.666666666666,3798.1666666666665,19300
2020-03-30,35000,5428.75,11825,14560.333333333334,3673.5,19300,156,207.4,14560.333333333334,3673.5,19300
2020-04-06,34500,5428.75,11825,14375.0,3821.8333333333335,20100,144,203.0,14375.0,3821.8333333333335,20100
2020-04-13,34000,5428.75,11975,14423.0,3770.1666666666665,20100,135,232.6,14423.0,3770.1666666666665,20100
2020-04-20,33500,5428.75,11975,14605.166666666666,3770.1666666666665,20100,135,244.8,14605.166666666666,3770.1666666666665,20100
2020-04-27,33500,5428.75,11975,15280.833333333334,3895.5,20100,126,244.6,15280.833333333334,3895.5,20100
2020-05-04,33500,5428.75,11975,15477.166666666666,3895.5,20100,114,233.0,15477.166666666666,3895.5,20100
2020-05-11,33500,5378.75,11475,15480.833333333334,3960.9166666666665,20100,110,234.8,15480.833333333334,3960.9166666666665,20100
2020-05-18,33500,5378.75,11475,15189.5,3960.9166666666665,20100,116,241.0,15189.5,3960.9166666666665,20100
2020-05-25,33500,5378.75,11475,14438.166666666666,3960.9166666666665,20100,118,239.4,14438.166666666666,3960.9166666666665,20100
2020-06-01,33000,5378.75,11475,14071.666666666666,4075.4166666666665,20100,111,242.4,14071.666666666666,4075.4166666666665,20100
2020-06-08,33000,5378.75,9625,13730.5,4141.666666666667,20100,108,247.6,13730.5,4141.666666666667,20100
2020-06-15,33000,5378.75,9625,13728.5,4141.666666666667,20100,109,254.8,13728.5,4141.666666666667,20100
2020-06-22,33700,5378.75,9625,13975.166666666666,4141.666666666667,20100,111,255.0,13975.166666666666,4141.666666666667,20100
2020-06-29,34500,5378.75,9625,14463.166666666666,4080.3333333333335,20100,115,246.6,14463.166666666666,4080.3333333333335,20100
2020-07-06,34500,4482.5,8550,14792.833333333334,4217.0,20250,116,244.2,14792.833333333334,4217.0,20250
2020-07-13,35000,4482.5,8550,14978.5,4217.0,20250,116,243.2,14978.5,4217.0,20250
2020-07-20,35000,4482.5,8550,15320.333333333334,4217.0,20250,110,245.2,15320.333333333334,4217.0,20250
2020-07-27,35100,4482.5,8550,15581.666666666666,4483.0,20250,111,254.8,15581.666666666666,4483.0,20250
2020-08-03,35100,4482.5,8550,15916.666666666666,4483.0,20250,111,262.6,15916.666666666666,4483.0,20250
2020-08-10,35200,4482.5,8700,16258.5,4607.166666666667,20250,107,269.0,16258.5,4607.166666666667,20250
2020-08-17,35500,4482.5,8700,16561.5,4607.166666666667,20250,106,273.4,16561.5,4607.166666666667,20250
2020-08-24,36500,4482.5,8700,16981.833333333332,4607.166666666667,20250,106,272.8,16981.833333333332,4607.166666666667,20250
2020-08-31,37200,4482.5,8700,17050.833333333332,4695.0,20250,107,277.6,17050.833333333332,4695.0,20250
2020-09-07,37500,4482.5,9550,17217.0,5114.166666666667,20550,108,286.2,17217.0,5114.166666666667,20550
2020-09-14,37500,4482.5,9550,17579.166666666668,5264.166666666667,20550,113,290.6,17579.166666666668,5264.166666666667,20550
2020-09-21,38000,4482.5,9550,18085.166666666668,5043.333333333333,20550,125,287.6,18085.166666666668,5043.333333333333,20550
2020-09-28,38500,4482.5,9550,18494.666666666668,5460.166666666667,20550,135,285.6,18494.666666666668,5460.166666666667,20550
2020-10-05,39500,4547.5,9550,18803.833333333332,5761.833333333333,22350,138,280.2,18803.833333333332,5761.833333333333,22350
2020-10-12,40000,4547.5,9550,18993.5,5761.833333333333,22350,135,274.4,18993.5,5761.833333333333,22350
2020-10-19,39500,4547.5,9550,18905.833333333332,5761.833333333333,22350,123,274.6,18905.833333333332,5761.833333333333,22350
2020-10-26,39500,4547.5,9550,18871.5,5958.333333333333,22350,112,277.4,18871.5,5958.333333333333,22350
2020-11-02,39500,4547.5,9550,18975.833333333332,5958.333333333333,22350,111,279.2,18975.833333333332,5958.333333333333,22350
2020-11-09,39500,4553.75,9550,19335.5,6050.833333333333,23100,115,283.2,19335.5,6050.833333333333,23100
2020-11-16,39500,4553.75,9550,19520.0,6050.833333333333,23100,116,297.4,19520.0,6050.833333333333,23100
2020-11-23,39500,4553.75,9550,19845.666666666668,6050.833333333333,23100,114,315.6,19845.666666666668,6050.833333333333,23100
2020-11-30,41500,4553.75,9550,20225.0,6091.333333333333,23100,118,329.4,20225.0,6091.333333333333,23100
2020-12-07,42500,4553.75,9550,20761.5,6088.833333333333,24600,121,346.0,20761.5,6088.833333333333,24600
2020-12-14,51000,4553.75,9550,21808.5,6088.833333333333,24600,122,381.4,21808.5,6088.833333333333,24600
2020-12-21,58000,4553.75,9550,23127.166666666668,6088.833333333333,24600,123,426.6,23127.166666666668,6088.833333333333,24600
2020-12-28,61000,4553.75,9550,24976.0,6068.166666666667,24600,126,453.4,24976.0,6068.166666666667,24600
2021-01-04,61000,4553.75,9550,26382.0,6068.166666666667,24600,129,459.2,26382.0,6068.166666666667,24600
2021-01-11,61000,5215.0,11350,26837.5,6649.0,32375,131,463.0,26837.5,6649.0,32375
2021-01-18,62000,5215.0,11350,26902.0,6649.0,32375,138,451.6,26902.0,6649.0,32375
2021-01-25,62000,5215.0,11350,27545.833333333332,6649.0,32375,151,424.4,27545.833333333332,6649.0,32375
2021-02-01,59000,5215.0,11350,27650.0,7190.5,32375,171,396.8,27650.0,7190.5,32375
2021-02-08,55000,6790.625,14500,27334.333333333332,8138.833333333333,29875,172,378.8,27334.333333333332,8138.833333333333,29875
2021-02-15,51500,6790.625,14500,26355.833333333332,8138.833333333333,29875,165,388.4,26355.833333333332,8138.833333333333,29875
2021-02-22,48500,6790.625,14500,25614.333333333332,8138.833333333333,29875,159,402.6,25614.333333333332,8138.833333333333,29875
2021-03-01,48000,6790.625,14500,25679.166666666668,9250.333333333334,29875,154,426.4,25679.166666666668,9250.333333333334,29875
2021-03-08,49000,7326.875,19500,26070.0,8812.833333333334,30875,148,438.4,26070.0,8812.833333333334,30875
2021-03-15,50500,7326.875,19500,26647.833333333332,8812.833333333334,30875,142,425.8,26647.833333333332,8812.833333333334,30875
2021-03-22,50800,7326.875,19500,27189.166666666668,8812.833333333334,30875,138,408.2,27189.166666666668,8812.833333333334,30875
2021-03-29,51500,7326.875,19500,27973.5,8444.0,30875,136,402.0,27973.5,8444.0,30875
2021-04-05,53500,7786.875,21850,28388.666666666668,8889.833333333334,37600,138,410.6,28388.666666666668,8889.833333333334,37600
2021-04-12,54500,7786.875,21850,28372.666666666668,8889.833333333334,37600,138,416.6,28372.666666666668,8889.833333333334,37600
2021-04-19,58500,7786.875,21850,28179.166666666668,8889.833333333334,37600,138,415.2,28179.166666666668,8889.833333333334,37600
2021-04-26,60500,7786.875,21850,27988.333333333332,9243.666666666666,37600,138,414.2,27988.333333333332,9243.666666666666,37600
2021-05-03,62500,7786.875,21850,27691.666666666668,9243.666666666666,37600,138,424.8,27691.666666666668,9243.666666666666,37600
2021-05-10,63500,7786.875,22250,27462.833333333332,9410.333333333334,37600,140,451.0,27462.833333333332,9410.333333333334,37600
2021-05-17,67000,7786.875,22250,27556.666666666668,9410.333333333334,37600,149,489.2,27556.666666666668,9410.333333333334,37600
2021-05-24,71900,7786.875,22250,28093.333333333332,9410.333333333334,37600,165,493.4,28093.333333333332,9410.333333333334,37600
2021-05-31,71900,7786.875,22250,28769.666666666668,9567.5,37600,180,492.2,28769.666666666668,9567.5,37600
2021-06-07,72500,7786.875,24750,29071.5,10465.833333333334,38350,190,485.0,29071.5,10465.833333333334,38350
2021-06-14,74000,7786.875,24750,28985.666666666668,10465.833333333334,38350,196,486.4,28985.666666666668,10465.833333333334,38350
2021-06-21,74000,7786.875,24750,28770.0,10465.833333333334,38350,201,480.8,28770.0,10465.833333333334,38350
2021-06-28,74000,7786.875,24750,28384.0,11325.333333333334,38350,211,477.6,28384.0,11325.333333333334,38350
2021-07-05,74000,10960.0,28500,27492.666666666668,11304.5,42500,220,478.2,27492.666666666668,11304.5,42500
2021-07-12,73500,10960.0,28500,26745.666666666668,11304.5,42500,227,476.4,26745.666666666668,11304.5,42500
2021-07-19,72500,10960.0,28500,25903.333333333332,11304.5,42500,233,466.2,25903.333333333332,11304.5,42500
2021-07-26,71500,10960.0,28500,25529.666666666668,11315.5,42500,236,462.0,25529.666666666668,11315.5,42500
2021-08-02,69500,10960.0,28500,25586.166666666668,11315.5,42500,240,454.2,25586.166666666668,11315.5,42500
2021-08-09,66000,10960.0,28500,25985.666666666668,11682.166666666666,42500,245,445.8,25985.666666666668,11682.166666666666,42500
2021-08-16,65000,10960.0,28500,26443.666666666668,11682.166666666666,42500,252,439.6,26443.666666666668,11682.166666666666,42500
2021-08-23,63500,10960.0,28500,26492.0,11682.166666666666,42500,261,435.4,26492.0,11682.166666666666,42500
2021-08-30,62000,10960.0,28500,26565.333333333332,11964.666666666666,42500,280,432.6,26565.333333333332,11964.666666666666,42500
2021-09-06,59000,10960.0,28500,26611.333333333332,11035.5,40000,306,428.2,26611.333333333332,11035.5,40000
2021-09-13,56500,10960.0,28500,26503.833333333332,11035.5,40000,349,425.2,26503.833333333332,11035.5,40000
2021-09-20,55000,10960.0,28500,26300.666666666668,11035.5,40000,407,424.0,26300.666666666668,11035.5,40000
2021-09-27,54000,10960.0,28500,25800.833333333332,10162.333333333334,40000,447,422.6,25800.833333333332,10162.333333333334,40000
2021-10-04,56800,10960.0,28500,25451.666666666668,10162.333333333334,40000,448,420.8,25451.666666666668,10162.333333333334,40000
2021-10-11,59000,19732.5,40500,25367.666666666668,9144.833333333334,38500,449,433.2,25367.666666666668,9144.833333333334,38500
2021-10-18,64000,19732.5,40500,25184.0,9144.833333333334,38500,455,460.6,25184.0,9144.833333333334,38500
2021-10-25,73000,19732.5,40500,25891.166666666668,9144.833333333334,38500,455,478.6,25891.166666666668,9144.833333333334,38500
2021-11-01,77000,19732.5,40500,26893.333333333332,8139.833333333333,38500,456,479.4,26893.333333333332,8139.833333333333,38500
2021-11-08,79000,19935.0,42500,27639.166666666668,7353.166666666667,39250,459,475.6,27639.166666666668,7353.166666666667,39250
2021-11-15,78000,19935.0,42500,28212.5,7353.166666666667,39250,438,474.8,28212.5,7353.166666666667,39250
2021-11-22,72500,19935.0,42500,28891.666666666668,7353.166666666667,39250,392,474.2,28891.666666666668,7353.166666666667,39250
2021-11-29,64000,19935.0,42500,29597.5,6656.333333333333,39250,346,470.2,29597.5,6656.333333333333,39250
2021-12-06,61500,18193.75,42500,29847.333333333332,6210.5,39250,326,463.4,29847.333333333332,6210.5,39250
2021-12-13,60500,18193.75,42500,29273.666666666668,6210.5,39250,337,452.4,29273.666666666668,6210.5,39250
2021-12-20,61500,18193.75,42500,28555.333333333332,6210.5,39250,338,447.2,28555.333333333332,6210.5,39250
2021-12-27,62500,18193.75,42500,28100.666666666668,5828.666666666667,39250,341,444.8,28100.666666666668,5828.666666666667,39250
2022-01-03,63500,18193.75,42500,27600.666666666668,5828.666666666667,39250,346,444.0,27600.666666666668,5828.666666666667,39250
2022-01-10,63500,18193.75,42500,27550.833333333332,6188.666666666667,39000,353,445.0,27550.833333333332,6188.666666666667,39000
2022-01-17,63700,18193.75,42500,27921.333333333332,6188.666666666667,39000,388,455.2,27921.333333333332,6188.666666666667,39000
2022-01-24,62500,18193.75,42500,27734.166666666668,6188.666666666667,39000,415,455.6,27734.166666666668,6188.666666666667,39000
2022-01-31,62900,18193.75,42500,28049.666666666668,6401.166666666667,39000,428,458.4,28049.666666666668,6401.166666666667,39000
2022-02-07,65000,21315.0,42500,29297.166666666668,7075.333333333333,40500,428,476.4,29297.166666666668,7075.333333333333,40500
2022-02-14,65500,21315.0,42500,30577.166666666668,7075.333333333333,40500,422,490.8,30577.166666666668,7075.333333333333,40500
2022-02-21,69000,21315.0,42500,31345.333333333332,7075.333333333333,40500,418,493.8,31345.333333333332,7075.333333333333,40500
2022-02-28,78000,21315.0,42500,32240.333333333332,7654.666666666667,40500,427,496.6,32240.333333333332,7654.666666666667,40500
2022-03-07,77000,21315.0,42500,33330.666666666664,8403.0,39500,456,539.4,33330.666666666664,8403.0,39500
2022-03-14,74000,21315.0,42500,32028.166666666668,8403.0,39500,577,607.6,32028.166666666668,8403.0,39500
2022-03-21,67000,21315.0,42500,29089.0,8403.0,39500,597,623.8,29089.0,8403.0,39500
2022-03-28,69500,21315.0,42500,27375.833333333332,9061.5,39500,536,624.8,27375.833333333332,9061.5,39500
2022-04-04,69500,21315.0,42500,26427.5,9061.5,39500,489,620.6,26427.5,9061.5,39500
2022-04-11,67500,20179.375,40500,25801.0,8039.0,46000,419,617.4,25801.0,8039.0,46000
2022-04-18,64000,20179.375,40500,26598.5,8039.0,46000,485,608.2,26598.5,8039.0,46000
2022-04-25,61500,20179.375,40500,29005.5,8039.0,46000,502,583.4,29005.5,8039.0,46000
2022-05-02,58000,20179.375,40500,30830.5,7244.5,46000,500,532.6,30830.5,7244.5,46000
2022-05-09,56000,19291.25,40500,31433.666666666668,7219.5,42000,494,505.8,31433.666666666668,7219.5,42000
2022-05-16,54000,19291.25,40500,30921.5,7219.5,42000,493,466.6,30921.5,7219.5,42000
2022-05-23,50000,19291.25,40500,28634.833333333332,7219.5,42000,495,445.8,28634.833333333332,7219.5,42000
2022-05-30,46000,19291.25,40500,23311.833333333332,7222.166666666667,42000,464,439.8,23311.833333333332,7222.166666666667,42000
2022-06-06,43500,13871.875,25000,20531.166666666668,5901.333333333333,33000,418,422.8,20531.166666666668,5901.333333333333,33000
2022-06-13,42000,13871.875,25000,18898.5,5901.333333333333,33000,393,410.0,18898.5,5901.333333333333,33000
2022-06-20,43000,13871.875,25000,18003.833333333332,5901.333333333333,33000,392,368.6,18003.833333333332,5901.333333333333,33000
2022-06-27,44000,13871.875,25000,17632.166666666668,4685.5,33000,371,327.6,17632.166666666668,4685.5,33000
2022-07-04,45000,13871.875,25000,17326.166666666668,4685.5,33000,331,326.6,17326.166666666668,4685.5,33000
2022-07-11,45500,8598.75,18000,17035.5,4110.5,29900,302,371.2,17035.5,4110.5,29900
2022-07-18,47000,8598.75,18000,18076.333333333332,4110.5,29900,272,381.8,18076.333333333332,4110.5,29900
2022-07-25,47500,8598.75,18000,19229.333333333332,4110.5,29900,257,363.2,19229.333333333332,4110.5,29900
2022-08-01,47500,8598.75,18000,20769.0,3361.0,29900,227,336.2,20769.0,3361.0,29900
2022-08-08,49000,7776.25,14500,23051.666666666668,3319.3333333333335,23250,220,338.2,23051.666666666668,3319.3333333333335,23250
2022-08-15,47500,7776.25,14500,23503.833333333332,3319.3333333333335,23250,238,369.8,23503.833333333332,3319.3333333333335,23250
2022-08-22,46500,7776.25,14500,23630.666666666668,3319.3333333333335,23250,264,374.6,23630.666666666668,3319.3333333333335,23250
2022-08-29,46000,7776.25,14500,23466.166666666668,3308.6666666666665,23250,270,382.0,23466.166666666668,3308.6666666666665,23250
